doc_id,intent_node,title,source_type,source_urls,path
product-智慧屏-vision-4-new,参数与卖点 KB,华为Vision智慧屏 4 New 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-4-new_华为Vision智慧屏 4 New.md
product-智慧屏-vision-5-pro,参数与卖点 KB,华为Vision智慧屏 5 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-5-pro_华为Vision智慧屏 5 Pro.md
product-智慧屏-vision-5-se-enjoy,参数与卖点 KB,华为Vision智慧屏 5 SE 优享版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-5-se-enjoy_华为Vision智慧屏 5 SE 优享版.md
product-智慧屏-vision-5-se,参数与卖点 KB,华为Vision智慧屏 5 SE 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-5-se_华为Vision智慧屏 5 SE.md
product-智慧屏-vision-5,参数与卖点 KB,华为Vision智慧屏 5 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-5_华为Vision智慧屏 5.md
product-智慧屏-vision-6-pro,参数与卖点 KB,华为Vision智慧屏 6 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086252930264&sbomCode=3301010099301 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-6-pro_华为Vision智慧屏 6 Pro.md
product-智慧屏-vision-6-se-rgb,参数与卖点 KB,华为Vision智慧屏 6 SE RGB 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-6-se-rgb_华为Vision智慧屏 6 SE RGB.md
product-智慧屏-vision-6-se,参数与卖点 KB,华为Vision智慧屏 6 SE 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086896314296&sbomCode=3301010094801 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-6-se_华为Vision智慧屏 6 SE.md
product-智慧屏-vision-6,参数与卖点 KB,华为Vision智慧屏 6 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086077897388&sbomCode=3301010094701 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智慧屏/vision-6_华为Vision智慧屏 6.md
product-智能眼镜-ai-glasses,参数与卖点 KB,华为 AI 眼镜 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086316021639&sbomCode=3102180011101 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E7%259C%25BC%25E9%2595%259C&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能眼镜/ai-glasses_华为 AI 眼镜.md
product-智能眼镜-smart-glasses-2,参数与卖点 KB,华为智能眼镜 2 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086533095852&sbomCode=3102180007605 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E7%259C%25BC%25E9%2595%259C&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能眼镜/smart-glasses-2_华为智能眼镜 2.md
product-智能门锁-lock-2-enjoy,参数与卖点 KB,华为智能门锁 2 悦享版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-2-enjoy_华为智能门锁 2 悦享版.md
product-智能门锁-lock-2-premium,参数与卖点 KB,华为智能门锁 2 尊享版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-2-premium_华为智能门锁 2 尊享版.md
product-智能门锁-lock-2-pro,参数与卖点 KB,华为智能门锁 2 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086098826302&sbomCode=4405010024201 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-2-pro_华为智能门锁 2 Pro.md
product-智能门锁-lock-2-ultra,参数与卖点 KB,华为智能门锁 2 Ultra 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-2-ultra_华为智能门锁 2 Ultra.md
product-智能门锁-lock-2,参数与卖点 KB,华为智能门锁 2 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-2_华为智能门锁 2.md
product-智能门锁-lock-m2,参数与卖点 KB,华为智能门锁 M2 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-m2_华为智能门锁 M2.md
product-智能门锁-lock-x1,参数与卖点 KB,华为智能门锁 X1 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086825479546&sbomCode=4405010027402 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/智能门锁/lock-x1_华为智能门锁 X1.md
catalog-主要配件,参数与卖点 KB,主要配件产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E5%258D%258E%25E4%25B8%25BA%25E9%2585%258D%25E4%25BB%25B6&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_主要配件.md
catalog-家庭存储,参数与卖点 KB,家庭存储产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E5%25AE%25B6%25E5%25BA%25AD%25E5%25AD%2598%25E5%2582%25A8&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_家庭存储.md
catalog-平板,参数与卖点 KB,平板产品知识目录,knowledge_base_catalog,,01_参数与卖点_KB/目录与范围/catalog_平板.md
catalog-手机,参数与卖点 KB,手机产品知识目录,knowledge_base_catalog,,01_参数与卖点_KB/目录与范围/catalog_手机.md
catalog-打印机,参数与卖点 KB,打印机产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2589%2593%25E5%258D%25B0%25E6%259C%25BA&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_打印机.md
catalog-智慧屏,参数与卖点 KB,智慧屏产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E6%2585%25A7%25E5%25B1%258F&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_智慧屏.md
catalog-智能眼镜,参数与卖点 KB,智能眼镜产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E7%259C%25BC%25E9%2595%259C&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_智能眼镜.md
catalog-智能门锁,参数与卖点 KB,智能门锁产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E6%2599%25BA%25E8%2583%25BD%25E9%2597%25A8%25E9%2594%2581&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_智能门锁.md
catalog-笔记本,参数与卖点 KB,笔记本产品知识目录,knowledge_base_catalog,,01_参数与卖点_KB/目录与范围/catalog_笔记本.md
catalog-路由,参数与卖点 KB,路由产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_路由.md
catalog-音箱,参数与卖点 KB,音箱产品知识目录,official_vmall_search_catalog,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E9%259F%25B3%25E7%25AE%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/目录与范围/catalog_音箱.md
product-10086032697504,参数与卖点 KB,HUAWEI MateBook D 14 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086032697504,01_参数与卖点_KB/笔记本/10086032697504_HUAWEI_MateBook_D_14.md
product-10086097339191,参数与卖点 KB,HUAWEI MateBook 14 鸿蒙版 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086097339191&sbomCode=2801010196902,01_参数与卖点_KB/笔记本/10086097339191_HUAWEI_MateBook_14_鸿蒙版.md
product-10086159780677,参数与卖点 KB,HUAWEI MateBook D 14 SE 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086159780677&sbomCode=2801010170615,01_参数与卖点_KB/笔记本/10086159780677_HUAWEI_MateBook_D_14_SE.md
product-10086297718748,参数与卖点 KB,HUAWEI MateBook Fold 非凡大师 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086297718748,01_参数与卖点_KB/笔记本/10086297718748_HUAWEI_MateBook_Fold_非凡大师.md
product-10086309170231,参数与卖点 KB,HUAWEI MateBook GT 14 酷睿 Ultra 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086309170231,01_参数与卖点_KB/笔记本/10086309170231_HUAWEI_MateBook_GT_14_酷睿_Ultra.md
product-10086600621238,参数与卖点 KB,HUAWEI MateBook D 16 SE 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086600621238&sbomCode=2801010152845,01_参数与卖点_KB/笔记本/10086600621238_HUAWEI_MateBook_D_16_SE.md
product-10086627212823,参数与卖点 KB,HUAWEI MateBook 14 酷睿 Ultra 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086627212823&sbomCode=2801010174936,01_参数与卖点_KB/笔记本/10086627212823_HUAWEI_MateBook_14_酷睿_Ultra.md
product-10086702263930,参数与卖点 KB,HUAWEI MateBook Pro 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086702263930&sbomCode=2801010187204,01_参数与卖点_KB/笔记本/10086702263930_HUAWEI_MateBook_Pro.md
product-10086715793338,参数与卖点 KB,HUAWEI MateBook D 16 参数与卖点,official_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086715793338&sbomCode=2801010168126,01_参数与卖点_KB/笔记本/10086715793338_HUAWEI_MateBook_D_16.md
product-路由-ax1,参数与卖点 KB,华为路由 AX1 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax1_华为路由 AX1.md
product-路由-ax2-pro,参数与卖点 KB,华为路由 AX2 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax2-pro_华为路由 AX2 Pro.md
product-路由-ax3-pro-enjoy,参数与卖点 KB,华为路由 AX3 Pro 悦享版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086199300779&sbomCode=3001010071301 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax3-pro-enjoy_华为路由 AX3 Pro 悦享版.md
product-路由-ax3,参数与卖点 KB,华为路由 AX3 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax3_华为路由 AX3.md
product-路由-ax6-new,参数与卖点 KB,华为路由 AX6 new 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax6-new_华为路由 AX6 new.md
product-路由-ax6-pro,参数与卖点 KB,华为路由 AX6 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/ax6-pro_华为路由 AX6 Pro.md
product-路由-be3-pro-plus,参数与卖点 KB,华为路由 BE3 Pro+ 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/be3-pro-plus_华为路由 BE3 Pro+.md
product-路由-be3-pro-thunder,参数与卖点 KB,华为路由 BE3 Pro 雷电版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/be3-pro-thunder_华为路由 BE3 Pro 雷电版.md
product-路由-be3-pro-wind,参数与卖点 KB,华为路由 BE3 Pro 疾风版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/be3-pro-wind_华为路由 BE3 Pro 疾风版.md
product-路由-be7-pro,参数与卖点 KB,华为路由 BE7 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/be7-pro_华为路由 BE7 Pro.md
product-路由-be7,参数与卖点 KB,华为路由 BE7 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/be7_华为路由 BE7.md
product-路由-mobile-router-2,参数与卖点 KB,华为移动路由 2 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-router-2_华为移动路由 2.md
product-路由-mobile-router-5,参数与卖点 KB,华为移动路由 5 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-router-5_华为移动路由 5.md
product-路由-mobile-router-pro,参数与卖点 KB,华为移动路由 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-router-pro_华为移动路由 Pro.md
product-路由-mobile-wifi-3-pro,参数与卖点 KB,华为随行 WiFi 3 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-wifi-3-pro_华为随行 WiFi 3 Pro.md
product-路由-mobile-wifi-5,参数与卖点 KB,华为随行 WiFi 5 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-wifi-5_华为随行 WiFi 5.md
product-路由-mobile-wifi-x,参数与卖点 KB,华为随行 WiFi X 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/mobile-wifi-x_华为随行 WiFi X.md
product-路由-q6-ethernet-enjoy,参数与卖点 KB,华为凌霄子母路由 Q6 网线版 优享版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/q6-ethernet-enjoy_华为凌霄子母路由 Q6 网线版 优享版.md
product-路由-q6,参数与卖点 KB,华为凌霄子母路由 Q6 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/q6_华为凌霄子母路由 Q6.md
product-路由-q6e,参数与卖点 KB,华为凌霄子母路由 Q6E 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/q6e_华为凌霄子母路由 Q6E.md
product-路由-q7-ethernet,参数与卖点 KB,华为凌霄子母路由 Q7 网线版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/q7-ethernet_华为凌霄子母路由 Q7 网线版.md
product-路由-q7-powerline,参数与卖点 KB,华为凌霄子母路由 Q7 电线版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086832972917&sbomCode=3001010071001 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/q7-powerline_华为凌霄子母路由 Q7 电线版.md
product-路由-x1-pro-gaming,参数与卖点 KB,华为路由 X1 Pro 电竞涂装版 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/product/comdetail/index.html?prdId=10086097701208&sbomCode=3001010071101 | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/x1-pro-gaming_华为路由 X1 Pro 电竞涂装版.md
product-路由-x1-pro,参数与卖点 KB,华为路由 X1 Pro 产品档案,official_vmall_catalog_or_product_page,https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true | https://www.vmall.com/portal/search/index.html?targetRoute=searchresult&searchWord=%25E8%25B7%25AF%25E7%2594%25B1&searchHistoryShow=true&searchResultPageProdShow=true,01_参数与卖点_KB/路由/x1-pro_华为路由 X1 Pro.md
